id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,522.759,79.78,435.559,76.68,9.936,16.142,↓
2,БДДР,Бели Искър,15.08,1.4,10.8,71.62,9.4,68.71,0.299,1.534,↓
3,БДДР,Среченска бара,15.5,1.0,15.42,99.48,14.42,99.45,0.521,0.521,~
4,БДДР,Христо Смирненски,27.7,4.2,25.283,91.27,21.083,89.71,1.044,2.213,↓
5,БДДР,Йовковци,92.179,9.0,77.882,84.49,68.882,82.81,4.136,0.605,↑
6,БДЧР,Тича,311.8,40.0,149.556,47.97,109.556,40.31,7.581,1.128,↑
7,БДЧР,Камчия,233.55,76.0,171.102,73.26,95.102,60.36,12.303,2.153,↑
8,БДЧР,Ясна поляна,32.32,7.55,22.429,69.4,14.879,60.07,1.736,0.312,↑
9,БДИБР,Асеновец,28.2,2.0,16.707,59.24,14.707,56.13,1.169,0.324,↑
10,БДИБР,Боровица,27.3,4.6,26.95,98.72,22.35,98.46,8.264,8.38,↓
11,БДЗБР,Студена,25.2,2.4,21.354,84.74,18.954,83.13,1.776,1.275,↑
12,БДЗБР,Дяково,35.4,8.0,30.996,87.56,22.996,83.93,0.0,0.19,↓
13,БДЗБР,"",1.024,0.1,0.313,30.57,0.213,23.05,,,↑
14,БДЗБР,"",2.252,0.2,1.217,54.04,1.017,49.56,,,↓
15,БДДР,"",31.6,2.5,20.04,63.42,17.54,60.27,1.597,0.198,↑
16,БДДР,Панчарево,6.465,1.5,4.782,73.97,3.282,66.11,16.541,17.43,↓
17,БДДР,Ястребино,62.3,3.9,14.829,23.8,10.929,18.71,1.47,0.035,↑
18,БДДР,Кула,20.25,0.7,8.158,40.29,7.458,38.15,0.579,0.035,↑
19,БДДР,Рабиша,43.2,2.4,13.188,30.53,10.788,26.44,1.146,0.035,↑
20,БДДР,Огоста,506.0,67.0,254.56,50.31,187.56,42.72,29.109,2.373,↑
21,БДДР,Сопот,60.908,1.3,30.76,50.5,29.46,49.42,5.15,0.174,↑
22,БДДР,Горни Дъбник,130.0,3.0,54.385,41.83,51.385,40.46,1.065,0.405,↑
23,БДДР,Бели Лом,25.5,3.2,8.478,33.25,5.278,23.67,0.255,0.035,↑
24,БДЧР,Съединение,12.81,1.5,6.052,47.24,4.552,40.25,0.023,0.023,~
25,БДЧР,Георги Трайков,330.0,21.0,127.293,38.57,106.293,34.4,7.855,1.292,↑
26,БДЧР,Порой,45.2,2.0,10.3,22.79,8.3,19.21,0.166,0.166,~
27,БДЧР,Ахелой,12.67,0.8,4.375,34.53,3.575,30.12,0.528,0.007,↑
28,БДИБР,Жребчево,400.0,30.0,186.856,46.71,156.856,42.39,25.538,1.58,↑
29,БДИБР,Малко Шарково,45.0,3.9,27.8,61.78,23.9,58.15,3.32,0.055,↑
30,БДИБР,Домлян,26.074,0.7,14.192,54.43,13.492,53.17,0.579,0.07,↑
31,БДИБР,Пясъчник,206.53,3.4,27.11,13.13,23.71,11.67,1.15,0.178,↑
32,БДИБР,Тополница,137.108,20.0,60.784,44.33,40.784,34.83,7.697,0.347,↑
33,БДИБР,Тракиец,114.0,24.0,72.2,63.33,48.2,53.56,1.736,0.116,↑
34,БДЗБР,Пчелина,54.2,34.2,54.3,100.18,20.1,100.5,5.035,5.035,᷆
35,БДДР,"",205.569,20.0,158.771,77.23,138.771,74.78,11.678,4.352,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,86.177,60.6,80.767,59.04,7.691,17.96,↓
38,БДИБР,Белмекен,144.036,3.81,91.94,63.83,88.13,62.85,,,↓
39,БДИБР,Чаира,5.5,1.369,2.41,43.82,1.041,25.2,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,56.024,90.2,52.082,89.54,,,↓
41,БДИБР,Широка поляна,23.98,3.3,23.172,96.63,19.872,96.09,,,~
42,БДИБР,Беглика,1.554,0.242,0.975,62.74,0.733,55.87,0.74,1.029,↓
43,БДИБР,Тошков Чарк,1.782,0.276,1.331,74.69,1.055,70.05,0.493,1.5,↓
44,БДИБР,Батак,310.298,19.95,230.949,74.43,210.999,72.67,16.608,3.646,↑
45,БДЗБР,Доспат,449.249,14.907,422.017,93.94,407.11,93.73,14.658,4.835,↑
46,БДИБР,Цанков камък,110.708,31.2,93.196,84.18,61.996,77.97,25.414,41.12,↓
47,БДИБР,Въча,226.12,24.52,207.997,91.99,183.477,91.01,43.918,55.886,↓
48,БДИБР,Кричим,20.256,1.73,19.373,95.64,17.643,95.23,55.696,54.388,↑
49,БДИБР,Кърджали,497.236,107.176,459.624,92.44,352.448,90.36,62.259,39.196,↑
50,БДИБР,Студен кладенец,387.772,90.667,369.063,95.18,278.396,93.7,128.082,121.784,↑
51,БДИБР,Ивайловград,156.702,59.526,122.272,78.03,62.746,64.57,196.435,138.158,↑
52,БДИБР,Розов кладенец,20.4,13.268,18.312,89.76,5.044,70.72,,,↑
