id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,515.012,78.6,427.812,75.31,7.685,4.237,↑
2,БДДР,Бели Искър,15.08,1.4,11.779,78.11,10.379,75.87,0.286,0.704,↓
3,БДДР,Среченска бара,15.5,1.0,15.4,99.35,14.4,99.31,0.556,0.556,~
4,БДДР,Христо Смирненски,27.7,4.2,24.589,88.77,20.389,86.76,2.666,0.768,↑
5,БДДР,Йовковци,92.179,9.0,71.463,77.53,62.463,75.1,1.264,0.71,↑
6,БДЧР,Тича,311.8,40.0,133.212,42.72,93.212,34.29,0.376,1.102,↓
7,БДЧР,Камчия,233.55,76.3,123.35,52.82,47.05,29.92,3.484,1.944,↑
8,БДЧР,Ясна поляна,32.32,7.55,17.85,55.23,10.3,41.58,0.012,0.278,↓
9,БДИБР,Асеновец,28.2,2.0,11.873,42.1,9.873,37.68,1.169,0.174,↑
10,БДИБР,Боровица,27.3,4.6,27.21,99.67,22.61,99.6,5.704,0.38,↑
11,БДЗБР,Студена,25.2,2.4,21.602,85.72,19.202,84.22,1.49,0.579,↑
12,БДЗБР,Дяково,35.4,8.0,29.588,83.58,21.588,78.79,1.307,0.243,↑
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.253,24.69,0.153,16.54,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.422,63.14,1.222,59.55,,,↓
15,БДДР,Огняново - за рез.водоснабдяване,31.6,2.5,18.344,58.05,15.844,54.45,0.234,0.198,~
16,БДДР,Панчарево - за рез.водоснабдяване,6.465,1.5,5.346,82.69,3.846,77.45,7.436,7.996,↓
17,БДДР,Ястребино,62.3,3.9,12.958,20.8,9.058,15.51,0.046,0.046,~
18,БДДР,Кула,20.25,0.7,7.857,38.8,7.157,36.61,0.035,0.035,~
19,БДДР,Рабиша,43.2,2.4,12.235,28.32,9.835,24.11,0.104,0.104,~
20,БДДР,Огоста,506.0,67.0,199.5,39.43,132.5,30.18,5.324,2.315,↑
21,БДДР,Сопот,60.908,1.3,25.5,41.87,24.2,40.6,1.551,0.162,~
22,БДДР,Горни Дъбник,130.0,3.0,52.149,40.11,49.149,38.7,0.301,0.301,~
23,БДДР,Бели Лом,25.5,3.2,8.148,31.95,4.948,22.19,0.046,0.046,~
24,БДЧР,Съединение,12.81,1.5,5.715,44.61,4.215,37.27,0.035,0.035,~
25,БДЧР,Георги Трайков,330.0,21.0,107.907,32.7,86.907,28.13,0.054,1.362,↓
26,БДЧР,Порой,45.2,2.0,9.007,19.93,7.007,16.22,0.03,0.065,↓
27,БДЧР,Ахелой,12.67,0.8,2.684,21.18,1.884,15.87,0.007,0.007,~
28,БДИБР,Жребчево,400.0,30.0,129.804,32.45,99.804,26.97,13.042,1.588,↑
29,БДИБР,Малко Шарково,45.0,3.9,18.372,40.83,14.472,35.21,0.15,0.055,↑
30,БДИБР,Домлян,26.074,0.7,8.391,32.18,7.691,30.31,0.919,0.07,↑
31,БДИБР,Пясъчник,206.53,3.4,21.456,10.39,18.056,8.89,1.915,0.156,↑
32,БДИБР,Тополница,137.108,20.0,40.969,29.88,20.969,17.91,5.532,0.44,↑
33,БДИБР,Тракиец,114.0,24.0,65.51,57.46,41.51,46.12,0.926,0.116,↑
34,БДЗБР,Пчелина,54.2,34.2,54.45,100.46,20.25,101.25,8.808,5.336,↑
35,БДДР,Александър Стамболийски,205.569,20.0,136.937,66.61,116.937,63.02,4.756,0.851,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,53.164,37.38,47.754,34.91,7.699,0.0,↑
38,БДИБР,Белмекен,144.036,3.81,97.278,67.54,93.468,66.66,,,↑
39,БДИБР,Чаира,5.5,1.369,2.223,40.42,0.854,20.67,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,49.956,80.43,46.014,79.1,,,↑
41,БДИБР,Широка поляна,23.98,3.3,15.024,62.65,11.724,56.69,,,↑
42,БДИБР,Беглика,1.554,0.242,1.049,67.5,0.807,61.51,1.17,0.0,↑
43,БДИБР,Тошков Чарк,1.782,0.276,1.062,59.6,0.786,52.19,1.934,0.0,↑
44,БДИБР,Батак,310.298,19.95,204.954,66.05,185.004,63.72,11.594,0.648,↑
45,БДЗБР,Доспат,449.249,14.907,364.716,81.18,349.809,80.54,54.723,0.0,↑
46,БДИБР,Цанков камък,110.708,31.2,98.186,88.69,66.986,84.25,39.914,16.138,↑
47,БДИБР,Въча,226.12,24.52,203.161,89.85,178.641,88.61,22.699,9.761,↑
48,БДИБР,Кричим,20.256,1.73,19.105,94.32,17.375,93.79,9.874,12.158,↓
49,БДИБР,Кърджали,497.236,107.176,389.799,78.39,282.623,72.46,91.62,17.908,↑
50,БДИБР,Студен кладенец,387.772,90.667,318.33,82.09,227.663,76.63,112.105,94.371,↑
51,БДИБР,Ивайловград,156.702,59.526,118.569,75.67,59.043,60.76,130.142,149.759,↓
52,БДИБР,Розов кладенец,20.4,13.268,16.944,83.06,3.676,51.54,,,↑
