id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,521.955,79.66,434.755,76.53,3.188,3.188,~
2,БДДР,Бели Искър,15.08,1.4,9.83,65.19,8.43,61.62,0.453,0.453,~
3,БДДР,Среченска бара,15.5,1.0,15.21,98.13,14.21,98.0,0.88,1.806,↓
4,БДДР,Христо Смирненски,27.7,4.2,18.406,66.45,14.206,60.45,0.077,0.311,↓
5,БДДР,Йовковци,92.179,9.0,80.406,87.23,71.406,85.85,0.095,0.699,↓
6,БДЧР,Тича,311.8,40.0,225.473,72.31,185.473,68.24,0.094,1.803,↓
7,БДЧР,Камчия,233.55,76.0,185.359,79.37,109.359,69.41,0.516,2.322,↓
8,БДЧР,Ясна поляна,32.32,7.55,17.763,54.96,10.213,41.23,0.787,0.255,↑
9,БДИБР,Асеновец,28.2,2.0,14.707,52.15,12.707,48.5,0.313,0.625,↓
10,БДИБР,Боровица,27.3,4.6,24.223,88.73,19.623,86.44,1.364,0.23,↑
11,БДЗБР,Студена,25.2,2.4,20.19,80.12,17.79,78.03,0.397,0.714,↓
12,БДЗБР,Дяково,35.4,8.0,27.503,77.69,19.503,71.18,0.116,0.473,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.324,31.66,0.224,24.26,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.798,79.82,1.598,77.85,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,17.204,54.44,14.704,50.53,0.185,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.18,80.12,3.68,74.12,3.073,3.073,᷆
17,БДДР,Ястребино,62.3,3.9,34.006,54.58,30.106,51.55,0.081,0.081,~
18,БДДР,Кула,20.25,0.7,7.388,36.48,6.688,34.21,0.012,0.127,↓
19,БДДР,Рабиша,43.2,2.4,12.509,28.96,10.109,24.78,0.0,0.012,↓
20,БДДР,Огоста,506.0,67.0,216.76,42.84,149.76,34.11,7.35,4.109,↑
21,БДДР,Сопот,60.908,1.3,26.625,43.71,25.325,42.49,0.278,0.278,~
22,БДДР,Горни Дъбник,130.0,3.0,47.783,36.76,44.783,35.26,0.347,0.347,~
23,БДДР,Бели Лом,25.5,3.2,8.592,33.69,5.392,24.18,0.174,0.058,↑
24,БДЧР,Съединение,12.81,1.5,8.232,64.26,6.732,59.52,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,176.934,53.62,155.934,50.46,0.507,2.012,↓
26,БДЧР,Порой,45.2,2.0,5.103,11.29,3.103,7.18,0.185,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.952,23.9,2.152,18.63,0.058,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,149.575,37.39,119.575,32.32,1.574,1.574,~
29,БДИБР,Малко Шарково,45.0,3.9,32.816,72.92,28.916,70.36,0.791,0.177,↑
30,БДИБР,Домлян,26.074,0.7,6.755,25.91,6.055,23.86,1.09,0.083,↑
31,БДИБР,Пясъчник,206.53,3.4,34.9,16.9,31.5,15.51,0.785,0.206,↑
32,БДИБР,Тополница,137.108,20.0,36.763,26.81,16.763,14.31,2.326,0.556,↑
33,БДИБР,Тракиец,114.0,24.0,64.061,56.19,40.061,44.51,0.035,0.116,↓
34,БДЗБР,Пчелина,54.2,34.2,53.95,99.54,19.75,98.75,4.259,4.259,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,118.43,57.61,98.43,53.04,2.06,1.18,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,20.244,14.23,14.834,10.84,2.093,1.112,↑
38,БДИБР,Белмекен,144.036,3.81,94.014,65.27,90.204,64.33,,,↓
39,БДИБР,Чаира,5.5,1.369,0.592,10.77,0.0,0.0,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,36.764,59.19,32.822,56.43,,,↓
41,БДИБР,Широка поляна,23.98,3.3,6.75,28.15,3.45,16.68,,,↓
42,БДИБР,Беглика,1.554,0.242,1.0,64.34,0.758,57.77,0.06,0.003,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.668,37.48,0.392,26.02,0.237,0.627,↓
44,БДИБР,Батак,310.298,19.95,177.415,57.18,157.465,54.23,5.528,11.547,↓
45,БДЗБР,Доспат,449.249,14.907,328.487,73.12,313.58,72.2,1.329,13.936,↓
46,БДИБР,Цанков камък,110.708,31.2,86.201,77.86,55.001,69.18,18.312,15.236,↑
47,БДИБР,Въча,226.12,24.52,147.237,65.11,122.717,60.87,18.796,12.72,↑
48,БДИБР,Кричим,20.256,1.73,19.511,96.32,17.781,95.98,12.718,13.019,↓
49,БДИБР,Кърджали,497.236,107.176,258.381,51.96,151.205,38.76,15.892,82.009,↓
50,БДИБР,Студен кладенец,387.772,90.667,268.895,69.34,178.228,59.99,85.732,43.515,↑
51,БДИБР,Ивайловград,156.702,59.526,136.306,86.98,76.78,79.01,47.092,8.885,↑
52,БДИБР,Розов кладенец,20.4,13.268,18.384,90.12,5.116,71.73,,,~
