id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,483.607,73.8,396.407,69.78,3.867,17.386,↓
2,БДДР,Бели Искър,15.08,1.4,7.958,52.77,6.558,47.94,0.358,0.861,↓
3,БДДР,Среченска бара,15.5,1.0,15.171,97.88,14.171,97.73,0.313,0.532,↓
4,БДДР,Христо Смирненски,27.7,4.2,23.681,85.49,19.481,82.9,0.506,1.381,↓
5,БДДР,Йовковци,92.179,9.0,83.255,90.32,74.255,89.27,1.316,0.698,↑
6,БДЧР,Тича,311.8,40.0,239.25,76.73,199.25,73.31,5.472,1.421,↑
7,БДЧР,Камчия,233.55,76.0,226.93,97.17,150.93,95.8,5.613,2.211,↑
8,БДЧР,Ясна поляна,32.32,7.55,26.01,80.48,18.46,74.53,1.076,0.37,↑
9,БДИБР,Асеновец,28.2,2.0,20.392,72.31,18.392,70.2,0.613,0.613,~
10,БДИБР,Боровица,27.3,4.6,27.25,99.82,22.65,99.78,0.214,0.33,↓
11,БДЗБР,Студена,25.2,2.4,19.21,76.23,16.81,73.73,0.604,0.76,↓
12,БДЗБР,Дяково,35.4,8.0,25.037,70.72,17.037,62.18,0.0,0.585,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.318,31.04,0.218,23.58,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,0.311,13.8,0.111,5.4,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,19.217,60.81,16.717,57.45,1.055,1.46,↓
16,БДДР,Панчарево,6.465,1.5,5.108,79.01,3.608,72.67,18.092,18.675,᷆
17,БДДР,Ястребино,62.3,3.9,43.501,69.83,39.601,67.81,1.505,0.104,↑
18,БДДР,Кула,20.25,0.7,8.86,43.75,8.16,41.74,0.116,0.116,~
19,БДДР,Рабиша,43.2,2.4,11.684,27.05,9.284,22.75,0.0,0.0,~
20,БДДР,Огоста,506.0,67.0,197.55,39.04,130.55,29.74,3.356,3.356,~
21,БДДР,Сопот,60.908,1.3,37.32,61.27,36.02,60.43,1.782,0.394,↑
22,БДДР,Горни Дъбник,130.0,3.0,56.415,43.4,53.415,42.06,1.215,0.486,↑
23,БДДР,Бели Лом,25.5,3.2,9.414,36.92,6.214,27.87,0.081,0.081,~
24,БДЧР,Съединение,12.81,1.5,8.41,65.65,6.91,61.1,0.278,0.069,↑
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,174.463,52.87,153.463,49.66,3.383,1.879,↑
26,БДЧР,Порой,45.2,2.0,5.355,11.85,3.355,7.77,0.416,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.645,21.42,1.845,15.97,0.092,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,223.4,55.85,193.4,52.27,3.442,1.59,↑
29,БДИБР,Малко Шарково,45.0,3.9,38.121,84.71,34.221,83.26,2.005,2.005,~
30,БДИБР,Домлян,26.074,0.7,12.19,46.75,11.49,45.28,0.208,0.09,↑
31,БДИБР,Пясъчник,206.53,3.4,38.978,18.87,35.578,17.51,2.72,0.22,↑
32,БДИБР,Тополница,137.108,20.0,101.411,73.96,81.411,69.52,9.387,0.556,↑
33,БДИБР,Тракиец,114.0,24.0,76.1,66.75,52.1,57.89,4.919,2.141,↑
34,БДЗБР,Пчелина,54.2,34.2,54.05,99.72,19.85,99.25,5.66,6.238,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,128.38,62.45,108.38,58.4,8.425,12.136,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,66.856,47.01,61.446,44.92,3.885,6.96,↓
38,БДИБР,Белмекен,144.036,3.81,57.268,39.76,53.458,38.12,,,↓
39,БДИБР,Чаира,5.5,1.369,3.085,56.09,1.716,41.54,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,40.239,64.79,36.297,62.4,,,↓
41,БДИБР,Широка поляна,23.98,3.3,8.989,37.48,5.689,27.51,,,↓
42,БДИБР,Беглика,1.554,0.242,0.941,60.53,0.699,53.25,0.172,0.0,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.65,36.45,0.374,24.8,0.269,0.375,↓
44,БДИБР,Батак,310.298,19.95,227.029,73.16,207.079,71.32,10.216,8.056,↑
45,БДЗБР,Доспат,449.249,14.907,365.228,81.3,350.321,80.66,1.571,7.496,↓
46,БДИБР,Цанков камък,110.708,31.2,80.13,72.38,48.93,61.54,12.721,12.721,~
47,БДИБР,Въча,226.12,24.52,186.417,82.44,161.897,80.31,14.228,16.219,↓
48,БДИБР,Кричим,20.256,1.73,19.39,95.72,17.66,95.33,16.688,15.889,↑
49,БДИБР,Кърджали,497.236,107.176,324.377,65.24,217.201,55.68,25.819,51.441,↓
50,БДИБР,Студен кладенец,387.772,90.667,275.832,71.13,185.165,62.32,90.099,92.799,↓
51,БДИБР,Ивайловград,156.702,59.526,106.033,67.67,46.507,47.86,115.61,128.464,↓
52,БДИБР,Розов кладенец,20.4,13.268,19.104,93.65,5.836,81.83,,,~
