id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,501.51,76.54,414.31,72.94,6.743,3.696,↑
2,БДДР,Бели Искър,15.08,1.4,10.764,71.38,9.364,68.45,1.147,1.063,↑
3,БДДР,Среченска бара,15.5,1.0,13.232,85.37,12.232,84.36,1.505,0.579,↑
4,БДДР,Христо Смирненски,27.7,4.2,22.308,80.53,18.108,77.06,0.792,0.355,↑
5,БДДР,Йовковци,92.179,9.0,83.201,90.26,74.201,89.21,0.173,0.798,↓
6,БДЧР,Тича,311.8,40.0,227.998,73.12,187.998,69.17,0.09,1.419,↓
7,БДЧР,Камчия,233.55,76.0,196.917,84.31,120.917,76.75,1.273,2.083,↓
8,БДЧР,Ясна поляна,32.32,7.55,20.582,63.68,13.032,52.61,0.208,0.359,↓
9,БДИБР,Асеновец,28.2,2.0,19.36,68.65,17.36,66.26,0.174,0.822,↓
10,БДИБР,Боровица,27.3,4.6,26.425,96.79,21.825,96.15,0.26,0.26,~
11,БДЗБР,Студена,25.2,2.4,15.995,63.47,13.595,59.63,0.737,0.737,~
12,БДЗБР,Дяково,35.4,8.0,27.503,77.69,19.503,71.18,0.053,0.231,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.392,38.29,0.292,31.61,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.155,51.27,0.955,46.52,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,16.927,53.57,14.427,49.58,0.52,0.37,↑
16,БДДР,Панчарево,6.465,1.5,5.151,79.68,3.651,73.54,3.211,4.128,᷆
17,БДДР,Ястребино,62.3,3.9,38.989,62.58,35.089,60.08,0.116,0.116,~
18,БДДР,Кула,20.25,0.7,8.849,43.7,8.149,41.68,0.127,0.127,~
19,БДДР,Рабиша,43.2,2.4,11.91,27.57,9.51,23.31,0.012,0.093,↓
20,БДДР,Огоста,506.0,67.0,198.78,39.28,131.78,30.02,1.505,3.704,↓
21,БДДР,Сопот,60.908,1.3,28.8,47.28,27.5,46.13,1.655,2.118,↓
22,БДДР,Горни Дъбник,130.0,3.0,50.084,38.53,47.084,37.07,1.169,0.509,↑
23,БДДР,Бели Лом,25.5,3.2,8.83,34.63,5.63,25.25,0.208,0.093,↑
24,БДЧР,Съединение,12.81,1.5,8.054,62.87,6.554,57.95,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,170.431,51.65,149.431,48.36,1.795,1.795,~
26,БДЧР,Порой,45.2,2.0,6.47,14.31,4.47,10.35,0.162,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.528,20.47,1.728,14.96,0.486,0.162,↑
28,БДИБР,Жребчево,400.0,30.0,216.936,54.23,186.936,50.52,10.79,5.513,↑
29,БДИБР,Малко Шарково,45.0,3.9,36.239,80.53,32.339,78.68,0.461,0.091,↑
30,БДИБР,Домлян,26.074,0.7,6.182,23.71,5.482,21.6,0.395,0.059,↑
31,БДИБР,Пясъчник,206.53,3.4,23.964,11.6,20.564,10.12,0.605,0.165,↑
32,БДИБР,Тополница,137.108,20.0,51.66,37.68,31.66,27.03,4.537,0.394,↑
33,БДИБР,Тракиец,114.0,24.0,65.977,57.87,41.977,46.64,0.058,0.116,↓
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,7.407,7.407,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,136.357,66.33,116.357,62.7,3.946,1.076,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,53.741,37.79,48.331,35.33,2.27,0.93,↑
38,БДИБР,Белмекен,144.036,3.81,100.731,69.93,96.921,69.12,,,↓
39,БДИБР,Чаира,5.5,1.369,2.909,52.89,1.54,37.28,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,41.481,66.79,37.539,64.53,,,↓
41,БДИБР,Широка поляна,23.98,3.3,9.448,39.4,6.148,29.73,,,↓
42,БДИБР,Беглика,1.554,0.242,1.03,66.28,0.788,60.06,0.328,0.004,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.965,54.15,0.689,45.75,0.593,0.003,↑
44,БДИБР,Батак,310.298,19.95,207.169,66.76,187.219,64.48,5.104,9.376,↓
45,БДЗБР,Доспат,449.249,14.907,325.318,72.41,310.411,71.47,6.925,4.633,↑
46,БДИБР,Цанков камък,110.708,31.2,87.353,78.9,56.153,70.63,13.786,18.161,↓
47,БДИБР,Въча,226.12,24.52,187.234,82.8,162.714,80.71,21.485,14.517,↑
48,БДИБР,Кричим,20.256,1.73,18.941,93.51,17.211,92.9,14.328,14.722,↓
49,БДИБР,Кърджали,497.236,107.176,285.717,57.46,178.541,45.77,15.353,22.797,↓
50,БДИБР,Студен кладенец,387.772,90.667,236.303,60.94,145.636,49.02,30.905,0.865,↑
51,БДИБР,Ивайловград,156.702,59.526,130.438,83.24,70.912,72.97,4.512,26.36,↓
52,БДИБР,Розов кладенец,20.4,13.268,16.8,82.35,3.532,49.52,,,↑
