id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,519.28,79.25,432.08,76.06,2.737,21.308,↓
2,БДДР,Бели Искър,15.08,1.4,11.468,76.05,10.068,73.6,0.771,0.771,~
3,БДДР,Среченска бара,15.5,1.0,15.171,97.88,14.171,97.73,0.984,0.544,↑
4,БДДР,Христо Смирненски,27.7,4.2,18.193,65.68,13.993,59.54,0.088,0.322,↓
5,БДДР,Йовковци,92.179,9.0,78.802,85.49,69.802,83.92,0.087,0.681,↓
6,БДЧР,Тича,311.8,40.0,220.963,70.87,180.963,66.58,0.018,1.726,↓
7,БДЧР,Камчия,233.55,76.0,178.863,76.58,102.863,65.29,0.512,2.306,↓
8,БДЧР,Ясна поляна,32.32,7.55,18.632,57.65,11.082,44.74,0.289,0.255,↑
9,БДИБР,Асеновец,28.2,2.0,13.187,46.76,11.187,42.7,0.058,0.671,↓
10,БДИБР,Боровица,27.3,4.6,23.824,87.27,19.224,84.69,0.04,0.26,↓
11,БДЗБР,Студена,25.2,2.4,22.253,88.3,19.853,87.07,0.55,0.722,↓
12,БДЗБР,Дяково,35.4,8.0,28.816,81.4,20.816,75.97,0.172,0.172,~
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.27,26.4,0.17,18.43,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.845,81.93,1.645,80.17,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,17.074,54.03,14.574,50.08,0.185,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.23,80.9,3.73,75.13,22.361,21.361,᷆
17,БДДР,Ястребино,62.3,3.9,33.941,54.48,30.041,51.44,0.046,0.116,↓
18,БДДР,Кула,20.25,0.7,7.415,36.62,6.715,34.35,0.116,0.116,~
19,БДДР,Рабиша,43.2,2.4,12.5,28.94,10.1,24.75,0.0,0.0,~
20,БДДР,Огоста,506.0,67.0,231.65,45.78,164.65,37.51,0.752,4.225,↓
21,БДДР,Сопот,60.908,1.3,27.34,44.89,26.04,43.69,0.266,0.266,~
22,БДДР,Горни Дъбник,130.0,3.0,49.568,38.13,46.568,36.67,0.984,0.324,↑
23,БДДР,Бели Лом,25.5,3.2,8.782,34.44,5.582,25.03,0.185,0.069,↑
24,БДЧР,Съединение,12.81,1.5,8.196,63.98,6.696,59.2,0.035,0.081,↓
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,173.162,52.47,152.162,49.24,0.539,2.044,↓
26,БДЧР,Порой,45.2,2.0,5.406,11.96,3.406,7.88,0.174,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,3.085,24.98,2.285,19.78,0.046,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,149.45,37.36,119.45,32.28,0.078,1.524,↓
29,БДИБР,Малко Шарково,45.0,3.9,33.292,73.98,29.392,71.51,0.126,0.126,~
30,БДИБР,Домлян,26.074,0.7,9.053,34.72,8.353,32.92,0.19,0.084,↑
31,БДИБР,Пясъчник,206.53,3.4,35.9,17.38,32.5,16.0,0.788,0.21,↑
32,БДИБР,Тополница,137.108,20.0,42.779,31.2,22.779,19.45,2.292,0.556,↑
33,БДИБР,Тракиец,114.0,24.0,63.778,55.95,39.778,44.2,0.006,0.116,↓
34,БДЗБР,Пчелина,54.2,34.2,54.0,99.63,19.8,99.0,5.185,5.185,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,114.337,55.62,94.337,50.84,0.992,0.992,~
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,25.617,18.01,20.207,14.77,1.576,0.744,↑
38,БДИБР,Белмекен,144.036,3.81,98.061,68.08,94.251,67.21,,,↓
39,БДИБР,Чаира,5.5,1.369,0.786,14.3,0.0,0.0,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,35.093,56.5,31.151,53.55,,,↓
41,БДИБР,Широка поляна,23.98,3.3,5.261,21.94,1.961,9.48,,,↓
42,БДИБР,Беглика,1.554,0.242,1.037,66.73,0.795,60.59,0.048,0.477,↓
43,БДИБР,Тошков Чарк,1.782,0.276,0.662,37.14,0.386,25.62,0.225,0.314,↓
44,БДИБР,Батак,310.298,19.95,176.722,56.95,156.772,53.99,3.991,1.985,↑
45,БДЗБР,Доспат,449.249,14.907,315.812,70.3,300.905,69.28,1.646,8.522,↓
46,БДИБР,Цанков камък,110.708,31.2,90.731,81.96,59.531,74.87,7.707,12.574,↓
47,БДИБР,Въча,226.12,24.52,161.489,71.42,136.969,67.94,16.469,6.029,↑
48,БДИБР,Кричим,20.256,1.73,19.615,96.84,17.885,96.54,6.006,7.309,↓
49,БДИБР,Кърджали,497.236,107.176,241.438,48.56,134.262,34.42,4.969,11.127,↓
50,БДИБР,Студен кладенец,387.772,90.667,299.352,77.2,208.685,70.24,12.526,15.374,↓
51,БДИБР,Ивайловград,156.702,59.526,140.531,89.68,81.005,83.36,13.394,18.347,↓
52,БДИБР,Розов кладенец,20.4,13.268,18.348,89.94,5.08,71.23,,,↓
