id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,524.905,80.11,437.705,77.05,2.526,8.043,↓
2,БДДР,Бели Искър,15.08,1.4,12.661,83.96,11.261,82.32,0.678,0.312,↑
3,БДДР,Среченска бара,15.5,1.0,15.38,99.23,14.38,99.17,0.359,0.59,↓
4,БДДР,Христо Смирненски,27.7,4.2,20.241,73.07,16.041,68.26,0.327,0.327,~
5,БДДР,Йовковци,92.179,9.0,71.655,77.73,62.655,75.33,0.167,0.722,↓
6,БДЧР,Тича,311.8,40.0,136.943,43.92,96.943,35.67,0.012,1.187,↓
7,БДЧР,Камчия,233.55,76.3,111.59,47.78,35.29,22.44,0.5,1.755,↓
8,БДЧР,Ясна поляна,32.32,7.55,19.145,59.24,11.595,46.81,0.41,0.359,~
9,БДИБР,Асеновец,28.2,2.0,8.48,30.07,6.48,24.73,0.023,0.313,↓
10,БДИБР,Боровица,27.3,4.6,24.17,88.53,19.57,86.21,0.13,0.38,↓
11,БДЗБР,Студена,25.2,2.4,21.572,85.6,19.172,84.09,0.576,0.512,~
12,БДЗБР,Дяково,35.4,8.0,29.423,83.11,21.423,78.18,0.637,0.211,↑
13,БДЗБР,Калин,1.024,0.1,0.796,77.76,0.696,75.35,,,↓
14,БДЗБР,Карагьол,2.252,0.2,1.744,77.44,1.544,75.24,,,↑
15,БДДР,Огняново,31.6,2.5,20.7,65.51,18.2,62.54,0.041,0.168,~
16,БДДР,Панчарево,6.465,1.5,5.36,82.91,3.86,77.74,9.414,9.728,↓
17,БДДР,Ястребино,62.3,3.9,12.813,20.57,8.913,15.26,0.116,0.116,~
18,БДДР,Кула,20.25,0.7,7.861,38.82,7.161,36.63,0.0,0.035,↓
19,БДДР,Рабиша,43.2,2.4,12.458,28.84,10.058,24.65,0.0,0.1,↓
20,БДДР,Огоста,506.0,67.0,201.16,39.75,134.16,30.56,1.273,2.315,↓
21,БДДР,Сопот,60.908,1.3,26.18,42.98,24.88,41.74,0.428,2.106,↓
22,БДДР,Горни Дъбник,130.0,3.0,48.362,37.2,45.362,35.72,0.347,0.347,~
23,БДДР,Бели Лом,25.5,3.2,8.047,31.56,4.847,21.74,0.093,0.093,~
24,БДЧР,Съединение,12.81,1.5,5.593,43.66,4.093,36.19,0.081,0.081,~
25,БДЧР,Георги Трайков,330.0,21.0,110.231,33.4,89.231,28.88,0.007,1.327,↓
26,БДЧР,Порой,45.2,2.0,9.132,20.2,7.132,16.51,0.084,0.084,~
27,БДЧР,Ахелой,12.67,0.8,2.519,19.88,1.719,14.48,0.011,0.011,~
28,БДИБР,Жребчево,400.0,30.0,86.236,21.56,56.236,15.2,1.646,1.646,~
29,БДИБР,Малко Шарково,45.0,3.9,18.382,40.85,14.482,35.24,0.0,0.25,↓
30,БДИБР,Домлян,26.074,0.7,4.369,16.76,3.669,14.46,0.514,0.069,↑
31,БДИБР,Пясъчник,206.53,3.4,19.6,9.49,16.2,7.98,0.149,0.149,~
32,БДИБР,Тополница,137.108,20.0,28.97,21.13,8.97,7.66,1.84,0.185,↑
33,БДИБР,Тракиец,114.0,24.0,64.014,56.15,40.014,44.46,0.012,0.197,↓
34,БДЗБР,Пчелина,54.2,34.2,53.9,99.45,19.7,98.5,3.333,3.333,~
35,БДДР,Александър Стамболийски,205.569,20.0,123.857,60.25,103.857,55.97,1.04,0.869,~
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,23.713,16.67,18.303,13.38,2.347,0.0,↑
38,БДИБР,Белмекен,144.036,3.81,111.338,77.3,107.528,76.68,,,~
39,БДИБР,Чаира,5.5,1.369,2.817,51.22,1.448,35.05,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,49.516,79.72,45.574,78.35,,,↓
41,БДИБР,Широка поляна,23.98,3.3,16.544,68.99,13.244,64.04,,,↓
42,БДИБР,Беглика,1.554,0.242,0.953,61.33,0.711,54.19,0.047,0.356,↓
43,БДИБР,Тошков Чарк,1.782,0.276,0.639,35.86,0.363,24.1,0.234,0.0,↑
44,БДИБР,Батак,310.298,19.95,197.299,63.58,177.349,61.08,9.201,6.69,↑
45,БДЗБР,Доспат,449.249,14.907,370.654,82.51,355.747,81.9,1.493,15.093,↓
46,БДИБР,Цанков камък,110.708,31.2,84.854,76.65,53.654,67.48,19.622,39.788,↓
47,БДИБР,Въча,226.12,24.52,196.5,86.9,171.98,85.31,39.877,16.213,↑
48,БДИБР,Кричим,20.256,1.73,19.875,98.12,18.145,97.94,16.137,9.788,↓
49,БДИБР,Кърджали,497.236,107.176,300.834,60.5,193.658,49.65,1.647,43.181,↓
50,БДИБР,Студен кладенец,387.772,90.667,243.041,62.68,152.374,51.29,51.462,67.913,↓
51,БДИБР,Ивайловград,156.702,59.526,113.082,72.16,53.556,55.11,69.523,74.468,↓
52,БДИБР,Розов кладенец,20.4,13.268,16.188,79.35,2.92,40.94,,,~
