id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,520.884,79.49,433.684,76.35,3.385,6.483,↓
2,БДДР,Бели Искър,15.08,1.4,11.572,76.73,10.172,74.35,1.056,1.056,~
3,БДДР,Среченска бара,15.5,1.0,15.2,98.06,14.2,97.93,0.509,0.509,~
4,БДДР,Христо Смирненски,27.7,4.2,18.304,66.08,14.104,60.02,0.208,0.326,↓
5,БДДР,Йовковци,92.179,9.0,79.111,85.82,70.111,84.29,0.082,0.678,↓
6,БДЧР,Тича,311.8,40.0,221.832,71.15,181.832,66.9,0.15,1.668,↓
7,БДЧР,Камчия,233.55,76.0,180.172,77.14,104.172,66.12,0.009,2.347,↓
8,БДЧР,Ясна поляна,32.32,7.55,18.617,57.6,11.067,44.68,0.509,0.301,↑
9,БДИБР,Асеновец,28.2,2.0,13.5,47.87,11.5,43.89,0.058,0.752,↓
10,БДИБР,Боровица,27.3,4.6,23.951,87.73,19.351,85.25,0.024,0.29,↓
11,БДЗБР,Студена,25.2,2.4,22.282,88.42,19.882,87.2,0.928,0.756,↑
12,БДЗБР,Дяково,35.4,8.0,28.724,81.14,20.724,75.64,2.464,2.038,↑
13,БДЗБР,"",1.024,0.1,0.316,30.84,0.216,23.35,,,↓
14,БДЗБР,"",2.252,0.2,1.84,81.71,1.64,79.92,,,~
15,БДДР,"",31.6,2.5,17.113,54.16,14.613,50.22,0.185,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.259,81.35,3.759,75.71,6.584,6.834,᷆
17,БДДР,Ястребино,62.3,3.9,33.974,54.53,30.074,51.5,0.093,0.093,~
18,БДДР,Кула,20.25,0.7,7.414,36.61,6.714,34.34,0.127,0.116,↑
19,БДДР,Рабиша,43.2,2.4,12.501,28.94,10.101,24.76,0.0,0.0,~
20,БДДР,Огоста,506.0,67.0,232.5,45.95,165.5,37.7,3.762,3.762,~
21,БДДР,Сопот,60.908,1.3,27.34,44.89,26.04,43.69,0.266,0.266,~
22,БДДР,Горни Дъбник,130.0,3.0,49.396,38.0,46.396,36.53,0.984,0.324,↑
23,БДДР,Бели Лом,25.5,3.2,8.734,34.25,5.534,24.82,0.174,0.069,↑
24,БДЧР,Съединение,12.81,1.5,8.214,64.12,6.714,59.36,0.081,0.081,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,173.942,52.71,152.942,49.5,0.214,1.73,↓
26,БДЧР,Порой,45.2,2.0,5.355,11.85,3.355,7.77,0.185,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,3.069,24.85,2.269,19.65,0.046,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,149.7,37.43,119.7,32.35,1.524,1.524,~
29,БДИБР,Малко Шарково,45.0,3.9,33.292,73.98,29.392,71.51,0.126,0.126,~
30,БДИБР,Домлян,26.074,0.7,8.961,34.37,8.261,32.56,0.402,0.084,↑
31,БДИБР,Пясъчник,206.53,3.4,35.75,17.31,32.35,15.93,0.788,0.209,↑
32,БДИБР,Тополница,137.108,20.0,41.901,30.56,21.901,18.7,2.303,0.567,↑
33,БДИБР,Тракиец,114.0,24.0,63.835,56.0,39.835,44.26,0.009,0.116,↓
34,БДЗБР,Пчелина,54.2,34.2,54.0,99.63,19.8,99.0,5.185,5.185,᷆
35,БДДР,"",205.569,20.0,114.262,55.58,94.262,50.8,1.901,1.033,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,24.942,17.54,19.532,14.28,1.969,0.755,↑
38,БДИБР,Белмекен,144.036,3.81,98.334,68.27,94.524,67.41,,,↓
39,БДИБР,Чаира,5.5,1.369,0.72,13.08,0.0,0.0,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,34.615,55.73,30.673,52.73,,,↑
41,БДИБР,Широка поляна,23.98,3.3,5.551,23.15,2.251,10.88,,,↓
42,БДИБР,Беглика,1.554,0.242,1.059,68.16,0.817,62.28,0.03,0.001,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.692,38.86,0.416,27.65,0.301,0.0,↑
44,БДИБР,Батак,310.298,19.95,176.635,56.92,156.685,53.96,3.423,3.423,~
45,БДЗБР,Доспат,449.249,14.907,317.892,70.76,302.985,69.76,1.173,5.757,↓
46,БДИБР,Цанков камък,110.708,31.2,90.146,81.43,58.946,74.14,7.657,6.049,↑
47,БДИБР,Въча,226.12,24.52,160.792,71.11,136.272,67.6,11.058,7.736,↑
48,БДИБР,Кричим,20.256,1.73,19.286,95.21,17.556,94.77,8.051,8.851,↓
49,БДИБР,Кърджали,497.236,107.176,242.77,48.82,135.594,34.76,5.265,10.422,↓
50,БДИБР,Студен кладенец,387.772,90.667,298.86,77.07,208.193,70.07,13.399,21.94,↓
51,БДИБР,Ивайловград,156.702,59.526,140.816,89.86,81.29,83.65,21.566,26.525,↓
52,БДИБР,Розов кладенец,20.4,13.268,18.6,91.18,5.332,74.76,,,~
