id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,560.319,85.51,473.119,83.29,1.733,11.33,↓
2,БДДР,Бели Искър,15.08,1.4,11.542,76.54,10.142,74.14,0.562,0.562,~
3,БДДР,Среченска бара,15.5,1.0,15.34,98.97,14.34,98.9,0.521,0.637,↓
4,БДДР,Христо Смирненски,27.7,4.2,21.501,77.62,17.301,73.62,0.062,0.34,↓
5,БДДР,Йовковци,92.179,9.0,89.057,96.61,80.057,96.25,0.117,0.766,↓
6,БДЧР,Тича,311.8,40.0,256.286,82.2,216.286,79.58,0.077,2.633,↓
7,БДЧР,Камчия,233.55,76.0,227.772,97.53,151.772,96.33,0.127,3.264,↓
8,БДЧР,Ясна поляна,32.32,7.55,23.855,73.81,16.305,65.83,0.012,0.544,↓
9,БДИБР,Асеновец,28.2,2.0,21.8,77.3,19.8,75.57,0.081,0.544,↓
10,БДИБР,Боровица,27.3,4.6,26.78,98.1,22.18,97.71,0.159,0.39,↓
11,БДЗБР,Студена,25.2,2.4,24.176,95.94,21.776,95.51,1.188,1.385,↓
12,БДЗБР,Дяково,35.4,8.0,29.894,84.45,21.894,79.9,0.381,0.191,↑
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.921,89.98,0.821,88.9,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.685,74.84,1.485,72.38,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,19.375,61.31,16.875,57.99,0.334,0.335,↓
16,БДДР,Панчарево,6.465,1.5,5.353,82.8,3.853,77.6,11.207,10.707,᷆
17,БДДР,Ястребино,62.3,3.9,45.075,72.35,41.175,70.51,0.15,1.551,↓
18,БДДР,Кула,20.25,0.7,8.44,41.68,7.74,39.59,0.15,0.15,~
19,БДДР,Рабиша,43.2,2.4,12.881,29.82,10.481,25.69,0.046,0.046,~
20,БДДР,Огоста,506.0,67.0,263.02,51.98,196.02,44.65,5.093,7.06,↓
21,БДДР,Сопот,60.908,1.3,45.86,75.29,44.56,74.76,1.053,3.137,↓
22,БДДР,Горни Дъбник,130.0,3.0,55.229,42.48,52.229,41.13,0.313,1.748,↓
23,БДДР,Бели Лом,25.5,3.2,9.58,37.57,6.38,28.61,0.023,0.243,↓
24,БДЧР,Съединение,12.81,1.5,8.699,67.91,7.199,63.65,0.012,0.139,↓
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,204.767,62.05,183.767,59.47,0.824,3.834,↓
26,БДЧР,Порой,45.2,2.0,5.445,12.05,3.445,7.97,0.012,0.012,~
27,БДЧР,Ахелой,12.35,0.8,3.145,25.47,2.345,20.3,0.035,0.012,↑
28,БДИБР,Жребчево,400.0,30.0,231.72,57.93,201.72,54.52,1.217,19.736,↓
29,БДИБР,Малко Шарково,45.0,3.9,37.292,82.87,33.392,81.25,0.012,1.111,↓
30,БДИБР,Домлян,26.074,0.7,19.626,75.27,18.926,74.59,0.103,3.668,↓
31,БДИБР,Пясъчник,206.53,3.4,47.538,23.02,44.138,21.73,0.0,5.37,↓
32,БДИБР,Тополница,137.108,20.0,90.874,66.28,70.874,60.52,2.454,16.076,↓
33,БДИБР,Тракиец,114.0,24.0,72.199,63.33,48.199,53.55,0.058,0.961,↓
34,БДЗБР,Пчелина,54.2,34.2,53.95,99.54,19.75,98.75,4.259,4.259,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,136.44,66.37,116.44,62.75,0.806,12.323,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,85.378,60.04,79.968,58.45,1.333,15.232,↓
38,БДИБР,Белмекен,144.036,3.81,137.17,95.23,133.36,95.1,,,↓
39,БДИБР,Чаира,5.5,1.369,3.486,63.39,2.117,51.26,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,54.692,88.06,50.75,87.25,,,↓
41,БДИБР,Широка поляна,23.98,3.3,20.983,87.5,17.683,85.51,,,↓
42,БДИБР,Беглика,1.554,0.242,0.913,58.78,0.671,51.18,0.122,0.008,↑
43,БДИБР,Тошков Чарк,1.782,0.276,1.064,59.7,0.788,52.31,0.251,0.507,↓
44,БДИБР,Батак,310.298,19.95,218.817,70.52,198.867,68.49,7.268,13.749,↓
45,БДЗБР,Доспат,449.249,14.907,384.78,85.65,369.873,85.16,2.123,3.351,↓
46,БДИБР,Цанков камък,110.708,31.2,88.848,80.25,57.648,72.51,8.443,12.576,↓
47,БДИБР,Въча,226.12,24.52,200.656,88.74,176.136,87.37,13.415,17.173,↓
48,БДИБР,Кричим,20.256,1.73,19.425,95.9,17.695,95.51,16.537,16.236,↑
49,БДИБР,Кърджали,497.236,107.176,435.86,87.66,328.684,84.26,11.917,27.478,↓
50,БДИБР,Студен кладенец,387.772,90.667,283.605,73.14,192.938,64.94,28.623,28.623,~
51,БДИБР,Ивайловград,156.702,59.526,129.37,82.56,69.844,71.87,24.713,35.521,↓
52,БДИБР,Розов кладенец,20.4,13.268,18.204,89.24,4.936,69.21,,,↑
