id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,512.087,78.15,424.887,74.8,4.356,10.505,↓
2,БДДР,Бели Искър,15.08,1.4,10.273,68.12,8.873,64.86,0.368,0.663,↓
3,БДДР,Среченска бара,15.5,1.0,14.97,96.58,13.97,96.34,0.359,0.579,↓
4,БДДР,Христо Смирненски,27.7,4.2,24.778,89.45,20.578,87.57,0.118,1.286,↓
5,БДДР,Йовковци,92.179,9.0,83.898,91.02,74.898,90.04,0.096,0.718,↓
6,БДЧР,Тича,311.8,40.0,231.344,74.2,191.344,70.4,1.513,1.513,~
7,БДЧР,Камчия,233.55,76.0,217.61,93.17,141.61,89.88,3.437,2.268,↑
8,БДЧР,Ясна поляна,32.32,7.55,23.642,73.15,16.092,64.97,0.578,0.336,↑
9,БДИБР,Асеновец,28.2,2.0,20.488,72.65,18.488,70.56,0.637,0.822,↓
10,БДИБР,Боровица,27.3,4.6,27.23,99.74,22.63,99.69,0.144,0.26,↓
11,БДЗБР,Студена,25.2,2.4,19.102,75.8,16.702,73.25,0.758,0.758,~
12,БДЗБР,Дяково,35.4,8.0,27.688,78.21,19.688,71.85,0.0,0.892,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.272,26.6,0.172,18.66,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,0.869,38.58,0.669,32.59,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,19.742,62.47,17.242,59.25,0.702,0.505,↑
16,БДДР,Панчарево,6.465,1.5,5.065,78.34,3.565,71.8,10.076,9.993,᷆
17,БДДР,Ястребино,62.3,3.9,40.15,64.45,36.25,62.07,0.532,0.104,↑
18,БДДР,Кула,20.25,0.7,9.049,44.69,8.349,42.71,0.116,0.116,~
19,БДДР,Рабиша,43.2,2.4,11.675,27.03,9.275,22.73,0.012,0.012,~
20,БДДР,Огоста,506.0,67.0,208.15,41.14,141.15,32.15,3.356,6.829,↓
21,БДДР,Сопот,60.908,1.3,32.14,52.77,30.84,51.74,1.088,0.278,↑
22,БДДР,Горни Дъбник,130.0,3.0,52.78,40.6,49.78,39.2,1.644,0.313,↑
23,БДДР,Бели Лом,25.5,3.2,9.248,36.27,6.048,27.12,0.197,0.081,↑
24,БДЧР,Съединение,12.81,1.5,8.303,64.82,6.803,60.15,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,173.162,52.47,152.162,49.24,3.144,3.144,~
26,БДЧР,Порой,45.2,2.0,4.451,9.85,2.451,5.67,0.208,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.163,17.51,1.363,11.8,0.162,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,223.88,55.97,193.88,52.4,4.335,15.446,↓
29,БДИБР,Малко Шарково,45.0,3.9,38.823,86.27,34.923,84.97,0.461,0.091,↑
30,БДИБР,Домлян,26.074,0.7,10.813,41.47,10.113,39.85,0.203,0.085,↑
31,БДИБР,Пясъчник,206.53,3.4,31.898,15.44,28.498,14.03,2.325,0.196,↑
32,БДИБР,Тополница,137.108,20.0,88.396,64.47,68.396,58.4,10.787,0.579,↑
33,БДИБР,Тракиец,114.0,24.0,79.84,70.04,55.84,62.04,3.623,2.118,↑
34,БДЗБР,Пчелина,54.2,34.2,54.05,99.72,19.85,99.25,6.238,6.238,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,143.746,69.93,123.746,66.68,4.488,11.409,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,76.177,53.57,70.767,51.73,7.37,7.37,~
38,БДИБР,Белмекен,144.036,3.81,83.984,58.31,80.174,57.17,,,↓
39,БДИБР,Чаира,5.5,1.369,2.082,37.85,0.713,17.26,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,46.319,74.57,42.377,72.85,,,↓
41,БДИБР,Широка поляна,23.98,3.3,13.081,54.55,9.781,47.3,,,↓
42,БДИБР,Беглика,1.554,0.242,0.965,62.1,0.723,55.11,0.316,0.003,↑
43,БДИБР,Тошков Чарк,1.782,0.276,1.539,86.36,1.263,83.86,0.511,0.534,↓
44,БДИБР,Батак,310.298,19.95,221.803,71.48,201.853,69.52,8.268,3.947,↑
45,БДЗБР,Доспат,449.249,14.907,373.213,83.07,358.306,82.49,4.263,4.263,~
46,БДИБР,Цанков камък,110.708,31.2,78.281,70.71,47.081,59.22,13.576,11.307,↑
47,БДИБР,Въча,226.12,24.52,188.051,83.16,163.531,81.12,13.835,16.323,↓
48,БДИБР,Кричим,20.256,1.73,19.39,95.72,17.66,95.33,16.212,15.911,↑
49,БДИБР,Кърджали,497.236,107.176,447.129,89.92,339.953,87.15,36.523,82.151,↓
50,БДИБР,Студен кладенец,387.772,90.667,325.466,83.93,234.799,79.03,104.851,152.442,↓
51,БДИБР,Ивайловград,156.702,59.526,124.802,79.64,65.276,67.17,150.433,137.18,↑
52,БДИБР,Розов кладенец,20.4,13.268,19.284,94.53,6.016,84.35,,,↑
