id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,514.879,78.58,427.679,75.29,0.852,7.016,↓
2,БДДР,Бели Искър,15.08,1.4,10.016,66.42,8.616,62.98,0.102,0.98,↓
3,БДДР,Среченска бара,15.5,1.0,14.24,91.87,13.24,91.31,0.463,2.465,↓
4,БДДР,Христо Смирненски,27.7,4.2,22.132,79.9,17.932,76.31,0.032,0.761,↓
5,БДДР,Йовковци,92.179,9.0,87.608,95.04,78.608,94.5,0.125,0.766,↓
6,БДЧР,Тича,311.8,40.0,238.095,76.36,198.095,72.88,0.085,2.313,↓
7,БДЧР,Камчия,233.55,76.0,212.09,90.81,136.09,86.38,0.093,2.708,↓
8,БДЧР,Ясна поляна,32.32,7.55,23.395,72.39,15.845,63.97,0.012,0.475,↓
9,БДИБР,Асеновец,28.2,2.0,23.7,84.04,21.7,82.82,0.012,0.938,↓
10,БДИБР,Боровица,27.3,4.6,24.763,90.71,20.163,88.82,0.082,0.36,↓
11,БДЗБР,Студена,25.2,2.4,17.988,71.38,15.588,68.37,0.163,0.772,↓
12,БДЗБР,Дяково,35.4,8.0,29.96,84.63,21.96,80.14,0.0,0.952,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.867,84.65,0.767,82.99,,,~
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.331,59.08,1.131,55.09,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,16.94,53.61,14.44,49.62,0.22,0.37,↓
16,БДДР,Панчарево,6.465,1.5,5.442,84.17,3.942,79.39,5.21,5.131,᷆
17,БДДР,Ястребино,62.3,3.9,41.383,66.43,37.483,64.18,0.231,1.076,↓
18,БДДР,Кула,20.25,0.7,9.312,45.99,8.612,44.05,0.012,0.15,↓
19,БДДР,Рабиша,43.2,2.4,12.456,28.83,10.056,24.65,0.012,0.081,↓
20,БДДР,Огоста,506.0,67.0,241.08,47.64,174.08,39.65,2.431,10.532,↓
21,БДДР,Сопот,60.908,1.3,37.2,61.08,35.9,60.23,1.03,3.345,↓
22,БДДР,Горни Дъбник,130.0,3.0,50.428,38.79,47.428,37.34,0.926,1.597,↓
23,БДДР,Бели Лом,25.5,3.2,8.972,35.18,5.772,25.88,0.127,0.127,~
24,БДЧР,Съединение,12.81,1.5,7.982,62.31,6.482,57.31,0.116,0.116,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,180.836,54.8,159.836,51.73,0.041,3.05,↓
26,БДЧР,Порой,45.2,2.0,5.78,12.79,3.78,8.75,0.092,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,3.522,28.52,2.722,23.57,0.012,0.474,↓
28,БДИБР,Жребчево,400.0,30.0,252.496,63.12,222.496,60.13,1.246,10.91,↓
29,БДИБР,Малко Шарково,45.0,3.9,36.558,81.24,32.658,79.46,0.387,0.387,~
30,БДИБР,Домлян,26.074,0.7,2.982,11.44,2.282,8.99,0.0,1.722,↓
31,БДИБР,Пясъчник,206.53,3.4,14.98,7.25,11.58,5.7,0.148,0.513,↓
32,БДИБР,Тополница,137.108,20.0,38.167,27.84,18.167,15.51,0.243,9.086,↓
33,БДИБР,Тракиец,114.0,24.0,65.641,57.58,41.641,46.27,0.012,0.926,↓
34,БДЗБР,Пчелина,54.2,34.2,53.85,99.35,19.65,98.25,2.708,2.708,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,139.354,67.79,119.354,64.32,0.332,11.986,↓
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,45.913,32.28,40.503,29.61,1.357,11.12,↓
38,БДИБР,Белмекен,144.036,3.81,114.51,79.5,110.7,78.94,,,↓
39,БДИБР,Чаира,5.5,1.369,2.78,50.55,1.411,34.16,,,↓
40,БДИБР,Голям Беглик,62.111,3.942,49.736,80.08,45.794,78.73,,,↓
41,БДИБР,Широка поляна,23.98,3.3,16.004,66.74,12.704,61.43,,,↓
42,БДИБР,Беглика,1.554,0.242,0.978,62.93,0.736,56.1,0.044,0.009,↑
43,БДИБР,Тошков Чарк,1.782,0.276,1.035,58.08,0.759,50.4,0.22,0.382,↓
44,БДИБР,Батак,310.298,19.95,220.403,71.03,200.453,69.04,4.135,10.616,↓
45,БДЗБР,Доспат,449.249,14.907,352.737,78.52,337.83,77.78,0.611,5.351,↓
46,БДИБР,Цанков камък,110.708,31.2,83.243,75.19,52.043,65.46,6.999,8.49,↓
47,БДИБР,Въча,226.12,24.52,186.073,82.29,161.553,80.14,9.431,7.44,↑
48,БДИБР,Кричим,20.256,1.73,19.131,94.44,17.401,93.93,6.857,7.157,↓
49,БДИБР,Кърджали,497.236,107.176,318.772,64.11,211.596,54.25,2.645,13.864,↓
50,БДИБР,Студен кладенец,387.772,90.667,219.493,56.6,128.826,43.36,13.039,10.894,↑
51,БДИБР,Ивайловград,156.702,59.526,67.093,42.82,7.567,7.79,10.784,0.54,↑
52,БДИБР,Розов кладенец,20.4,13.268,16.728,82.0,3.46,48.51,,,↓
