id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,506.655,77.32,419.455,73.84,3.473,17.251,↓
2,БДДР,Бели Искър,15.08,1.4,10.971,72.75,9.571,69.96,0.59,0.837,↓
3,БДДР,Среченска бара,15.5,1.0,15.33,98.9,14.33,98.83,0.451,0.451,~
4,БДДР,Христо Смирненски,27.7,4.2,20.057,72.41,15.857,67.48,1.054,0.304,↑
5,БДДР,Йовковци,92.179,9.0,77.679,84.27,68.679,82.57,0.125,0.713,↓
6,БДЧР,Тича,311.8,40.0,217.821,69.86,177.821,65.42,0.144,1.748,↓
7,БДЧР,Камчия,233.55,76.0,177.8,76.13,101.8,64.61,1.402,2.258,↓
8,БДЧР,Ясна поляна,32.32,7.55,18.099,56.0,10.549,42.59,0.012,0.243,↓
9,БДИБР,Асеновец,28.2,2.0,12.907,45.77,10.907,41.63,0.671,0.671,~
10,БДИБР,Боровица,27.3,4.6,25.925,94.96,21.325,93.94,1.012,0.26,↑
11,БДЗБР,Студена,25.2,2.4,23.53,93.37,21.13,92.67,1.353,0.656,↑
12,БДЗБР,Дяково,35.4,8.0,28.761,81.25,20.761,75.77,0.238,0.238,~
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.287,28.04,0.187,20.25,,,↑
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,1.58,70.18,1.38,67.27,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,17.1,54.11,14.6,50.17,0.485,0.335,↑
16,БДДР,Панчарево,6.465,1.5,5.202,80.46,3.702,74.55,18.386,17.47,᷆
17,БДДР,Ястребино,62.3,3.9,33.853,54.34,29.953,51.29,0.035,0.069,↓
18,БДДР,Кула,20.25,0.7,7.434,36.71,6.734,34.45,0.162,0.116,↑
19,БДДР,Рабиша,43.2,2.4,12.499,28.93,10.099,24.75,0.0,0.0,~
20,БДДР,Огоста,506.0,67.0,239.73,47.38,172.73,39.35,10.764,4.861,↑
21,БДДР,Сопот,60.908,1.3,27.758,45.57,26.458,44.39,1.042,0.255,↑
22,БДДР,Горни Дъбник,130.0,3.0,51.518,39.63,48.518,38.2,2.303,0.313,↑
23,БДДР,Бели Лом,25.5,3.2,8.953,35.11,5.753,25.8,0.058,0.058,~
24,БДЧР,Съединение,12.81,1.5,8.178,63.84,6.678,59.05,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,170.431,51.65,149.431,48.36,0.006,1.511,↓
26,БДЧР,Порой,45.2,2.0,5.6,12.39,3.6,8.33,0.185,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,3.153,25.53,2.353,20.37,0.012,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,166.42,41.61,136.42,36.87,13.845,1.623,↑
29,БДИБР,Малко Шарково,45.0,3.9,33.292,73.98,29.392,71.51,0.126,0.126,~
30,БДИБР,Домлян,26.074,0.7,11.221,43.03,10.521,41.46,1.5,0.084,↑
31,БДИБР,Пясъчник,206.53,3.4,37.45,18.13,34.05,16.76,2.53,0.215,↑
32,БДИБР,Тополница,137.108,20.0,48.523,35.39,28.523,24.36,8.53,0.567,↑
33,БДИБР,Тракиец,114.0,24.0,67.21,58.96,43.21,48.01,2.662,0.116,↑
34,БДЗБР,Пчелина,54.2,34.2,54.1,99.82,19.9,99.5,6.25,7.407,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,112.692,54.82,92.692,49.95,4.443,0.996,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,36.61,25.74,31.2,22.81,11.32,0.744,↑
38,БДИБР,Белмекен,144.036,3.81,96.088,66.71,92.278,65.81,,,↓
39,БДИБР,Чаира,5.5,1.369,1.114,20.26,0.0,0.0,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,38.479,61.95,34.537,59.37,,,↑
41,БДИБР,Широка поляна,23.98,3.3,6.838,28.52,3.538,17.11,,,↑
42,БДИБР,Беглика,1.554,0.242,1.047,67.36,0.805,61.34,0.345,0.002,↑
43,БДИБР,Тошков Чарк,1.782,0.276,1.012,56.77,0.736,48.84,0.877,0.002,↑
44,БДИБР,Батак,310.298,19.95,177.415,57.18,157.465,54.23,1.421,0.418,↑
45,БДЗБР,Доспат,449.249,14.907,330.863,73.65,315.956,72.74,17.433,1.388,↑
46,БДИБР,Цанков камък,110.708,31.2,88.329,79.79,57.129,71.85,19.052,54.656,↓
47,БДИБР,Въча,226.12,24.52,183.794,81.28,159.274,79.0,56.574,4.815,↑
48,БДИБР,Кричим,20.256,1.73,19.572,96.62,17.842,96.31,4.473,4.974,↓
49,БДИБР,Кърджали ***,497.236,107.176,318.289,64.01,211.113,54.12,49.62,0.938,↑
50,БДИБР,Студен кладенец ***,387.772,90.667,357.983,92.32,267.316,89.97,83.345,145.678,↓
51,БДИБР,Ивайловград,156.702,59.526,133.687,85.31,74.161,76.32,161.224,194.756,↓
52,БДИБР,Розов кладенец,20.4,13.268,17.7,86.77,4.432,62.14,,,~
