id,basin_directorate,name,total_volume,sanitary_volume,current_volume,current_volume_percent,current_useful_volume,current_useful_volume_percent,ingress,egress,trend
1,БДДР,Искър,655.252,87.2,481.145,73.43,393.945,69.35,9.394,6.398,↑
2,БДДР,Бели Искър,15.08,1.4,7.101,47.09,5.701,41.68,0.31,1.056,↓
3,БДДР,Среченска бара,15.5,1.0,15.018,96.89,14.018,96.68,1.088,0.532,↑
4,БДДР,Христо Смирненски,27.7,4.2,24.009,86.67,19.809,84.29,2.335,0.774,↑
5,БДДР,Йовковци,92.179,9.0,83.041,90.09,74.041,89.01,0.149,0.766,↓
6,БДЧР,Тича,311.8,40.0,243.45,78.08,203.45,74.85,9.606,1.504,↑
7,БДЧР,Камчия,233.55,76.0,229.845,98.41,153.845,97.65,5.683,2.222,↑
8,БДЧР,Ясна поляна,32.32,7.55,25.896,80.12,18.346,74.07,0.139,0.324,↓
9,БДИБР,Асеновец,28.2,2.0,20.6,73.05,18.6,70.99,1.493,0.567,↑
10,БДИБР,Боровица,27.3,4.6,27.275,99.91,22.675,99.89,0.504,0.33,↑
11,БДЗБР,Студена,25.2,2.4,18.956,75.22,16.556,72.61,0.644,0.794,↓
12,БДЗБР,Дяково,35.4,8.0,24.318,68.7,16.318,59.56,0.0,0.516,↓
13,БДЗБР,Калин - за рез.водоснабдяване,1.024,0.1,0.319,31.18,0.219,23.73,,,↓
14,БДЗБР,Карагьол - за рез.водоснабдяване,2.252,0.2,0.211,9.37,0.011,0.54,,,д
15,БДДР,Огняново - за рез.водоснабдяване **,31.6,2.5,18.612,58.9,16.112,55.37,1.46,1.46,~
16,БДДР,Панчарево,6.465,1.5,5.346,82.69,3.846,77.45,6.683,5.933,᷆
17,БДДР,Ястребино,62.3,3.9,44.631,71.64,40.731,69.74,1.181,0.255,↑
18,БДДР,Кула,20.25,0.7,8.86,43.75,8.16,41.74,0.116,0.116,~
19,БДДР,Рабиша,43.2,2.4,11.684,27.05,9.284,22.75,0.0,0.0,~
20,БДДР,Огоста,506.0,67.0,206.5,40.81,139.5,31.78,10.532,3.588,↑
21,БДДР,Сопот,60.908,1.3,39.02,64.06,37.72,63.28,1.435,0.394,↑
22,БДДР,Горни Дъбник,130.0,3.0,57.288,44.07,54.288,42.75,1.204,0.486,↑
23,БДДР,Бели Лом,25.5,3.2,9.447,37.05,6.247,28.01,0.081,0.081,~
24,БДЧР,Съединение,12.81,1.5,8.57,66.9,7.07,62.51,0.069,0.069,~
25,БДЧР,Георги Трайков (Цонево),330.0,21.0,174.463,52.87,153.463,49.66,1.745,1.745,~
26,БДЧР,Порой,45.2,2.0,5.574,12.33,3.574,8.27,0.301,0.0,↑
27,БДЧР,Ахелой,12.35,0.8,2.746,22.23,1.946,16.85,0.139,0.0,↑
28,БДИБР,Жребчево,400.0,30.0,226.92,56.73,196.92,53.22,5.294,1.59,↑
29,БДИБР,Малко Шарково,45.0,3.9,38.408,85.35,34.508,83.96,2.505,2.505,~
30,БДИБР,Домлян,26.074,0.7,12.894,49.45,12.194,48.06,0.728,0.091,↑
31,БДИБР,Пясъчник,206.53,3.4,42.11,20.39,38.71,19.06,2.729,0.229,↑
32,БДИБР,Тополница,137.108,20.0,106.118,77.4,86.118,73.54,9.444,6.123,↑
33,БДИБР,Тракиец,114.0,24.0,75.62,66.33,51.62,57.36,1.447,2.141,↓
34,БДЗБР,Пчелина,54.2,34.2,54.05,99.72,19.85,99.25,6.238,6.238,᷆
35,БДДР,Александър Стамболийски,205.569,20.0,131.93,64.18,111.93,60.32,12.249,0.984,↑
36,БДДР,Кокаляне,,,,,,,,,
37,БДИБР,Копринка,142.214,5.41,64.819,45.58,59.409,43.43,6.225,0.96,↑
38,БДИБР,Белмекен,144.036,3.81,52.13,36.19,48.32,34.46,,,~
39,БДИБР,Чаира,5.5,1.369,2.642,48.04,1.273,30.82,,,↑
40,БДИБР,Голям Беглик,62.111,3.942,38.007,61.19,34.065,58.56,,,↓
41,БДИБР,Широка поляна,23.98,3.3,6.992,29.16,3.692,17.85,,,↓
42,БДИБР,Беглика,1.554,0.242,0.894,57.51,0.652,49.67,0.144,0.001,↑
43,БДИБР,Тошков Чарк,1.782,0.276,0.633,35.51,0.357,23.69,0.408,0.001,↑
44,БДИБР,Батак,310.298,19.95,225.256,72.59,205.306,70.71,7.515,6.435,↑
45,БДЗБР,Доспат,449.249,14.907,354.989,79.02,340.082,78.3,2.104,9.214,↓
46,БДИБР,Цанков камък,110.708,31.2,77.478,69.98,46.278,58.2,15.028,17.275,↓
47,БДИБР,Въча,226.12,24.52,186.718,82.57,162.198,80.46,20.518,17.532,↑
48,БДИБР,Кричим,20.256,1.73,19.364,95.6,17.634,95.19,17.305,17.305,~
49,БДИБР,Кърджали,497.236,107.176,288.197,57.96,181.021,46.41,32.707,6.481,↑
50,БДИБР,Студен кладенец,387.772,90.667,263.212,67.88,172.545,58.08,23.993,44.927,↓
51,БДИБР,Ивайловград,156.702,59.526,101.383,64.7,41.857,43.07,64.487,37.016,↑
52,БДИБР,Розов кладенец,20.4,13.268,18.96,92.94,5.692,79.81,,,↑
